"","player","team","type","MW","nation","position","age","born","starts","starts_graded","subs","subs_graded","benchs","mins","mins_mean","nineties","grade_mean","tG","tGA","npG","npxG","npG_perf","npG_perf_rel","p_att","pG","p_miss","npA","pA","xAG","A_perf","A_perf_rel","npG_A","npG_A_perf","npG_A_perf_rel","npG_p90","npxG_p90","npG_perf_p90","npG_perf_rel_p90","A_p90","xAG_p90","A_perf_p90","A_perf_rel_p90","npG_A_p90","npxG_xAG_p90","npG_A_perf_p90","npG_A_perf_rel_p90","ownG","ylw","ylwred","red","sds","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points","name_fbref","url_fbref"
"61","Bischof","TSG Hoffenheim","Mittelfeld",1.3,"GER","MF,FW","19",2005,30,30,1,0,0,2567,83,28.4,"3.53",40,60,5,2.2,2.8,"2.27",0,0,0,2,0,3.6,-1.6,"0.56",7,1.1,"1.19",0.18,0.08,0.1,"2.25",0.07,0.13,-0.06,"0.54",0.25,0.21,0.04,"1.19",0,5,0,0,2,122,-4,20,0,4,0,0,0,6,0,148,"Tom Bischof","https://fbref.com/en/players/07d3bfec/Tom-Bischof"
"62","Bitshiabu","RB Leipzig","Abwehr",1.5,"FRA","DF","19",2005,13,13,8,0,7,1168,56,12.6,"3.73",43,36,0,0.3,-0.3,"0.00",0,0,0,0,0,0.4,-0.4,"0.00",0,-0.7,"0.00",0,0.02,-0.02,"0.00",0,0.03,-0.03,"0.00",0,0.05,-0.05,"0.00",0,2,0,1,0,68,-12,0,0,0,0,0,-6,0,0,50,"El Chadaille Bitshiabu","https://fbref.com/en/players/2180c761/El-Chadaille-Bitshiabu"
"63","Bittencourt","Werder Bremen","Mittelfeld",1.7,"GER","MF","30",1993,10,10,17,3,4,971,36,10.9,"3.69",48,53,2,1.6,0.4,"1.25",0,0,0,1,0,1.6,-0.6,"0.62",3,-0.2,"0.94",0.18,0.15,0.03,"1.20",0.09,0.14,-0.05,"0.64",0.27,0.29,-0.02,"0.93",0,3,0,0,1,74,-10,8,0,2,0,0,0,3,0,77,"Leonardo Bittencourt","https://fbref.com/en/players/dc62fbee/Leonardo-Bittencourt"
"64","Boadu","VfL Bochum","Sturm",1.7,"NED","FW","23",2001,11,11,8,6,3,1043,55,11.6,"3.79",21,42,8,6.9,1.1,"1.16",1,1,0,1,0,1.1,-0.1,"0.91",9,1,"1.12",0.69,0.6,0.09,"1.15",0.09,0.1,-0.01,"0.90",0.78,0.69,0.0900000000000001,"1.13",0,2,0,0,4,60,-20,24,3,2,0,0,0,12,0,81,"Myron Boadu","https://fbref.com/en/players/5b479568/Myron-Boadu"
"65","Boey","Bayern München","Abwehr",1.8,"FRA","DF","23",2000,6,6,7,4,9,591,45,6.6,"3.80",60,24,0,0.1,-0.1,"0.00",0,0,0,2,0,1.2,0.8,"1.67",2,0.7,"1.54",0,0.02,-0.02,"0.00",0.3,0.18,0.12,"1.67",0.3,0.2,0.1,"1.50",0,1,0,0,0,38,-12,0,0,4,0,0,0,0,0,30,"Sacha Boey","https://fbref.com/en/players/6c8ddd52/Sacha-Boey"
"66","Boniface","Bayer 04 Leverkusen","Sturm",6,"NGA","FW","23",2000,12,12,7,1,5,1012,53,11.2,"3.19",45,31,8,7.1,0.9,"1.13",1,0,1,2,0,1.1,-0.1,"0.91",9,0.9,"1.11",0.71,0.63,0.08,"1.13",0.09,0.1,-0.01,"0.90",0.8,0.73,0.0700000000000001,"1.10",0,2,0,0,1,62,16,24,0,4,0,0,0,3,0,109,"Victor Boniface","https://fbref.com/en/players/b146275b/Victor-Boniface"
"67","Bornauw","VfL Wolfsburg","Abwehr",1.8,"BEL","DF","25",1999,8,8,7,1,4,781,52,8.8,"3.44",34,27,2,1.2,0.8,"1.67",0,0,0,1,0,0.5,0.5,"2.00",3,1.3,"1.76",0.23,0.14,0.09,"1.64",0.11,0.06,0.05,"1.83",0.34,0.2,0.14,"1.70",0,2,0,0,0,46,2,10,0,2,0,0,0,0,0,60,"Sebastiaan Bornauw","https://fbref.com/en/players/01834aa0/Sebastiaan-Bornauw"
"68","Boukhalfa","FC St. Pauli","Mittelfeld",1,"MAR","MF","25",1999,19,19,6,1,7,1654,66,18.3,"3.73",28,36,2,1.5,0.5,"1.33",0,0,0,0,0,1.1,-1.1,"0.00",2,-0.6,"0.77",0.11,0.08,0.03,"1.38",0,0.06,-0.06,"0.00",0.11,0.14,-0.03,"0.79",0,1,0,0,0,88,-18,8,0,0,0,0,0,0,0,78,"Carlo Boukhalfa","https://fbref.com/en/players/1a86f4a9/Carlo-Boukhalfa"
"69","Brandt","Borussia Dortmund","Mittelfeld",5,"GER","MF","28",1996,28,28,2,0,0,2318,77,25.6,"3.66",62,48,5,4.8,0.2,"1.04",0,0,0,10,0,8.5,1.5,"1.18",15,1.8,"1.14",0.2,0.19,0.01,"1.05",0.39,0.33,0.06,"1.18",0.59,0.52,0.07,"1.13",0,1,0,0,2,116,-18,20,0,20,0,0,0,6,0,144,"Julian Brandt","https://fbref.com/en/players/a167537f/Julian-Brandt"
"70","Bredlow","VfB Stuttgart","Tor",0.8,NA,NA,NA,NA,0,0,0,0,34,0,NA,NA,"NaN",64,53,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"71","Breithaupt","FC Augsburg","Mittelfeld",1.2,"GER","MF","22",2002,2,2,0,0,13,122,61,1.3,"3.75",20,24,0,0.1,-0.1,"0.00",0,0,0,1,0,0.4,0.6,"2.50",1,0.6,"2.50",0,0.04,-0.04,"0.00",0.75,0.29,0.46,"2.59",0.75,0.33,0.42,"2.27",0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,8,"Tim Breithaupt","https://fbref.com/en/players/ed98c321/Tim-Breithaupt"
"72","Broschinski","VfL Bochum","Sturm",1.2,"GER","FW,MF","23",2000,15,15,18,5,1,1383,42,15.4,"4.33",32,68,1,4.2,-3.2,"0.24",0,0,0,3,0,1.8,1.2,"1.67",4,-2,"0.67",0.06,0.27,-0.21,"0.22",0.19,0.12,0.07,"1.58",0.26,0.39,-0.13,"0.67",0,1,0,0,0,96,-66,3,0,6,0,0,0,0,0,39,"Moritz Broschinski","https://fbref.com/en/players/bbd79358/Moritz-Broschinski"
"73","Brown","Eintracht Frankfurt","Abwehr",1.4,"GER","DF,MF","21",2003,22,22,4,2,2,1953,75,21.6,"3.38",56,37,3,2.2,0.8,"1.36",0,0,0,8,0,5.1,0.9,"1.18",9,1.7,"1.23",0.14,0.1,0.04,"1.40",0.28,0.24,0.04,"1.17",0.42,0.34,0.08,"1.24",0,2,0,0,0,96,12,15,0,16,0,0,0,0,0,139,"Nathaniel Brown","https://fbref.com/en/players/abc79c47/Nathaniel-Brown"
"74","Bruun Larsen","TSG Hoffenheim","Sturm",1.8,"DEN","FW,MF","25",1998,3,3,9,2,3,394,33,4.4,"3.60",20,28,2,2.3,-0.3,"0.87",0,0,0,3,0,0.6,1.4,"3.33",4,1.1,"1.38",0.45,0.52,-0.07,"0.87",0.45,0.15,0.3,"3.00",0.9,0.66,0.24,"1.36",0,0,0,0,0,30,-2,6,0,6,0,0,0,0,0,40,"Jacob Bruun Larsen","https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen"
"75","Bruun Larsen","VfB Stuttgart","Sturm",1.8,"DEN","MF,FW","25",1998,3,3,12,3,2,405,27,4.6,"3.17",32,25,1,0.6,0.4,"1.67",0,0,0,1,0,1.2,-1.2,"0.00",1,-0.8,"0.56",0.22,0.13,0.09,"1.69",0,0.27,-0.27,"0.00",0.22,0.39,-0.17,"0.56",0,1,0,0,0,36,8,3,0,2,0,0,0,0,0,49,"Jacob Bruun Larsen","https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen"
"76","Bröger","VfL Wolfsburg","Mittelfeld",0.5,NA,NA,NA,NA,0,0,0,0,4,0,NA,NA,"NaN",6,5,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"77","Buendia","Bayer 04 Leverkusen","Mittelfeld",2.5,"ARG","MF","27",1996,3,3,8,1,4,252,23,2.9,"3.62",26,17,2,0.9,1.1,"2.22",0,0,0,1,0,0.9,-0.9,"0.00",2,0.2,"1.11",0.7,0.31,0.39,"2.26",0,0.3,-0.3,"0.00",0.7,0.61,0.09,"1.15",0,0,0,0,0,28,-2,8,0,2,0,0,0,0,0,36,"Emi Buendía","https://fbref.com/en/players/66b76d44/Emi-Buendia"
"78","Burkardt","1. FSV Mainz 05","Sturm",3.8,"GER","FW","24",2000,28,25,1,0,0,2126,73,23.4,"3.06",49,37,16,13.2,2.8,"1.21",2,2,0,2,1,3.1,-1.1,"0.65",18,1.7,"1.10",0.68,0.56,0.12,"1.21",0.09,0.13,-0.04,"0.69",0.77,0.7,0.0700000000000001,"1.10",0,0,0,0,6,114,44,48,6,4,2,0,0,18,0,236,"Jonathan Burkardt","https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt"
"79","Burke","Werder Bremen","Sturm",0.8,"SCO","FW","27",1997,9,9,16,1,4,897,36,10.1,"3.70",45,52,5,4.1,0.9,"1.22",0,0,0,0,0,1.7,-1.7,"0.00",5,-0.8,"0.86",0.5,0.41,0.09,"1.22",0,0.17,-0.17,"0.00",0.5,0.57,-0.07,"0.88",0,4,0,0,1,68,-8,15,0,0,0,0,0,3,0,78,"Oliver Burke","https://fbref.com/en/players/f631c17f/Oliver-Burke"
"80","Busch","1. FC Heidenheim","Abwehr",1.3,"GER","DF,MF","29",1994,15,15,8,2,8,1393,61,15.5,"3.82",34,55,0,0.4,-0.4,"0.00",0,0,0,1,0,1.1,-0.1,"0.91",1,-0.5,"0.67",0,0.02,-0.02,"0.00",0.06,0.07,-0.01,"0.86",0.06,0.1,-0.04,"0.60",0,1,0,0,0,76,-22,0,0,2,0,0,0,0,0,56,"Marnon Busch","https://fbref.com/en/players/c38767ab/Marnon-Busch"
"81","Busk","TSG Hoffenheim","Tor",0.5,NA,NA,NA,NA,0,0,0,0,4,0,NA,NA,"NaN",8,10,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"82","Bülter","TSG Hoffenheim","Sturm",2.4,"GER","FW,DF","31",1993,22,22,3,2,0,1741,70,19.2,"3.50",38,54,7,3.7,3.3,"1.89",0,0,0,3,1,3.1,-1.1,"0.65",9,2.2,"1.32",0.36,0.19,0.17,"1.89",0.1,0.16,-0.06,"0.62",0.47,0.35,0.12,"1.34",0,4,0,0,1,94,0,21,0,6,2,0,0,3,0,126,"Marius Bülter","https://fbref.com/en/players/ab5b7dc1/Marius-Bulter"
"83","Bürger","VfL Wolfsburg",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",1,0,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"84","C. Lenz","TSG Hoffenheim","Abwehr",1.4,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",4,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"85","Cabrera","FC Augsburg",NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,NA,NA,"NaN",0,6,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"86","Caci","1. FSV Mainz 05","Abwehr",2,"FRA","DF","27",1997,33,33,0,0,0,2708,82,29.8,"3.33",55,43,1,3.1,-2.1,"0.32",0,0,0,7,0,6.6,0.4,"1.06",8,-1.7,"0.82",0.03,0.1,-0.07,"0.30",0.23,0.22,0.01,"1.05",0.27,0.32,-0.05,"0.84",0,6,0,0,0,132,22,5,0,14,0,0,0,0,0,173,"Anthony Caci","https://fbref.com/en/players/0118c54c/Anthony-Caci"
"87","Campbell","Borussia Dortmund","Mittelfeld",0.5,"USA","MF,FW","18",2006,0,0,4,0,8,19,5,0.2,"NaN",20,22,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,"Cole Campbell","https://fbref.com/en/players/fbb270b2/Cole-Campbell"
"88","Can","Borussia Dortmund","Mittelfeld",2.5,"GER","DF,MF","30",1994,23,23,8,1,0,2163,70,23.4,"3.48",64,47,1,0.4,0.6,"2.50",2,2,0,1,0,0.7,-0.7,"0.00",1,-0.1,"0.91",0.04,0.02,0.02,"2.00",0,0.03,-0.03,"0.00",0.04,0.05,-0.01,"0.80",0,4,0,1,0,108,2,4,8,2,0,0,-6,0,0,118,"Emre Can","https://fbref.com/en/players/a65ce836/Emre-Can"
"89","Ceesay","FC St. Pauli","Sturm",1.2,"GAM","FW","20",2004,0,0,7,0,7,55,8,0.7,"NaN",13,16,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0.03,-0.03,"0.00",0,0.03,-0.03,"0.00",0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,14,"Abdoulie Ceesay","https://fbref.com/en/players/72ae8652/Abdoulie-Ceesay"
"90","Chabot","VfB Stuttgart","Abwehr",3.2,"GER","DF","26",1998,27,27,4,0,0,2296,74,25.2,"3.20",61,49,3,1.8,1.2,"1.67",0,0,0,1,0,0.5,0.5,"2.00",4,1.6,"1.67",0.12,0.07,0.05,"1.71",0.04,0.02,0.02,"2.00",0.16,0.09,0.07,"1.78",0,9,1,0,1,116,32,15,0,2,0,-3,0,3,0,165,"Julian Chabot","https://fbref.com/en/players/ae7058f9/Julian-Chabot"
"91","Chaibi","Eintracht Frankfurt","Mittelfeld",1.8,"ALG","MF,FW","21",2002,10,10,16,5,4,1007,39,11.3,"4.07",59,35,1,2.6,-1.6,"0.38",0,0,0,3,0,2.9,0.1,"1.03",4,-1.5,"0.73",0.09,0.23,-0.14,"0.39",0.27,0.26,0.01,"1.04",0.36,0.49,-0.13,"0.73",0,2,0,0,0,72,-34,4,0,6,0,0,0,0,0,48,"Fares Chaïbi","https://fbref.com/en/players/357103bd/Fares-Chaibi"
"92","Chandler","Eintracht Frankfurt","Abwehr",0.7,"USA","DF","34",1990,0,0,3,0,7,21,7,0.3,"NaN",28,10,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,"Timothy Chandler","https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler"
"93","Chase","VfB Stuttgart","Abwehr",0.5,"JPN","DF","20",2004,7,7,5,2,3,728,61,8.2,"4.17",29,25,0,0.1,-0.1,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.1,"0.00",0,0.02,-0.02,"0.00",0,0,0,"NaN",0,0.02,-0.02,"0.00",0,1,0,0,0,38,-24,0,0,0,0,0,0,0,0,14,"Anrie Chase","https://fbref.com/en/players/ee2cf168/Anrie-Chase"
"94","Chiarodia","Bor. Mönchengladbach","Abwehr",1,"ITA","DF","19",2005,3,3,13,2,17,369,23,4.2,"3.70",51,55,1,0.3,0.7,"3.33",0,0,0,0,0,0.4,-0.4,"0.00",1,0.3,"1.43",0.24,0.07,0.17,"3.43",0,0.1,-0.1,"0.00",0.24,0.17,0.07,"1.41",0,0,0,0,0,38,-4,5,0,0,0,0,0,0,0,39,"Fabio Chiarodia","https://fbref.com/en/players/48780156/Fabio-Chiarodia"
"95","Chukwuemeka","Borussia Dortmund","Mittelfeld",2.6,"ENG","MF","20",2003,1,1,9,1,1,246,25,2.8,"2.00",34,12,1,0.6,0.4,"1.67",0,0,0,0,0,0.9,-0.9,"0.00",1,-0.5,"0.67",0.36,0.21,0.15,"1.71",0,0.32,-0.32,"0.00",0.36,0.54,-0.18,"0.67",0,1,0,0,2,22,12,4,0,0,0,0,0,6,0,44,"Carney Chukwuemeka","https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka"
"96","Claude-Maurice","FC Augsburg","Mittelfeld",1.6,"FRA","MF,FW","26",1998,25,25,3,3,3,2124,76,23.4,"3.43",31,42,9,4.7,4.3,"1.91",0,0,0,2,1,1.2,0.8,"1.67",11,5.1,"1.86",0.38,0.2,0.18,"1.90",0.09,0.05,0.04,"1.80",0.47,0.25,0.22,"1.88",0,4,0,0,4,106,8,36,0,4,2,0,0,12,0,168,"Alexis Claude-Maurice","https://fbref.com/en/players/741418c3/Alexis-Claude-Maurice"
"97","Collins","Eintracht Frankfurt","Abwehr",0.6,"GER","DF","20",2004,15,15,9,4,7,1485,62,16.5,"3.45",63,40,1,0.8,0.2,"1.25",0,0,0,1,0,1,0,"1.00",2,0.2,"1.11",0.06,0.05,0.01,"1.20",0.06,0.06,0,"1.00",0.12,0.11,0.01,"1.09",0,4,0,0,0,78,4,5,0,2,0,0,0,0,0,89,"Nnamdi Collins","https://fbref.com/en/players/8eb5c94c/Nnamdi-Collins"
"98","Coman","Bayern München","Mittelfeld",4.2,"FRA","FW","28",1996,14,14,14,7,0,1284,46,14.2,"3.17",84,22,5,4.3,0.7,"1.16",0,0,0,4,0,3.3,0.7,"1.21",9,1.4,"1.18",0.35,0.3,0.05,"1.17",0.28,0.23,0.05,"1.22",0.63,0.53,0.1,"1.19",0,0,0,0,0,84,28,20,0,8,0,0,0,0,0,140,"Kingsley Coman","https://fbref.com/en/players/042e8a49/Kingsley-Coman"
"99","Coulibaly","Werder Bremen",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",1,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"100","Covic","Werder Bremen",NA,NA,NA,NA,NA,NA,0,0,0,0,6,0,NA,NA,"NaN",10,11,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"101","Cozza","VfL Wolfsburg",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",2,3,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"102","Cvancara","Bor. Mönchengladbach","Sturm",1.6,"CZE","FW","23",2000,7,7,21,1,5,820,29,9.2,"4.25",51,56,2,3.8,-1.8,"0.53",0,0,0,0,0,0.9,-0.9,"0.00",2,-2.7,"0.43",0.22,0.41,-0.19,"0.54",0,0.1,-0.1,"0.00",0.22,0.51,-0.29,"0.43",0,3,1,0,1,70,-24,6,0,0,0,-3,0,3,0,52,"Tomáš Čvančara","https://fbref.com/en/players/298c8aa1/Tomas-Cvancara"
"103","D. Jurasek","TSG Hoffenheim","Abwehr",1.5,"CZE","DF","23",2000,6,6,8,0,10,615,44,6.9,"4.25",33,45,0,0.1,-0.1,"0.00",0,0,0,1,0,0.9,0.1,"1.11",1,0,"1.00",0,0.02,-0.02,"0.00",0.15,0.13,0.02,"1.15",0.15,0.14,0.00999999999999998,"1.07",0,0,0,0,0,40,-18,0,0,2,0,0,0,0,0,24,"David Jurásek","https://fbref.com/en/players/d7a03bf3/David-Jurasek"
"104","D. de Wit","VfL Bochum","Mittelfeld",2.2,"NED","MF,FW","26",1998,11,11,17,5,5,1144,41,12.8,"4.19",32,67,2,2.1,-0.1,"0.95",0,0,0,1,1,0.5,0.5,"2.00",3,0.3,"1.11",0.16,0.17,-0.01,"0.94",0.08,0.04,0.04,"2.00",0.23,0.21,0.02,"1.10",0,1,0,0,0,78,-44,8,0,2,2,0,0,0,0,46,"Dani de Wit","https://fbref.com/en/players/48a2b92a/Dani-de-Wit"
"105","Dahmen","FC Augsburg","Tor",1.2,"GER","GK","26",1998,19,19,0,0,10,1710,90,19,"2.76",30,36,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,1,76,56,0,0,0,0,0,0,3,18,153,"Finn Dahmen","https://fbref.com/en/players/dee3013b/Finn-Dahmen"
"106","Dahoud","Eintracht Frankfurt","Mittelfeld",2,"GER","MF","28",1996,3,3,6,3,16,360,40,4,"3.33",50,37,1,0.5,0.5,"2.00",0,0,0,1,0,0.7,0.3,"1.43",2,0.8,"1.67",0.25,0.13,0.12,"1.92",0.25,0.18,0.07,"1.39",0.49,0.31,0.18,"1.58",0,2,0,0,0,24,4,4,0,2,0,0,0,0,0,34,"Mahmoud Dahoud","https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud"
"107","Daschner","VfL Bochum","Mittelfeld",1.5,"GER","MF,FW","25",1998,3,3,11,6,4,404,29,4.6,"4.39",15,39,1,1.9,-0.9,"0.53",1,0,1,1,0,0.7,0.3,"1.43",2,-0.6,"0.77",0.22,0.42,-0.2,"0.52",0.22,0.15,0.07,"1.47",0.44,0.57,-0.13,"0.77",0,0,0,0,0,34,-32,4,0,2,0,0,0,0,0,8,"Lukas Daschner","https://fbref.com/en/players/93a8c4f9/Lukas-Daschner"
"108","Davies","Bayern München","Abwehr",3.4,"CAN","DF","23",2000,17,17,2,2,2,1563,82,17.3,"3.13",65,18,1,1.2,-0.2,"0.83",0,0,0,3,0,1.6,0.4,"1.25",3,0.2,"1.07",0.06,0.07,-0.01,"0.86",0.12,0.09,0.03,"1.33",0.17,0.16,0.01,"1.06",0,0,0,0,0,72,28,5,0,6,0,0,0,0,0,111,"Alphonso Davies","https://fbref.com/en/players/d781d855/Alphonso-Davies"
"109","Deger","FC Augsburg",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",0,0,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"110","Deman","Werder Bremen","Mittelfeld",1.6,"BEL","DF","24",2000,0,0,9,0,6,58,6,0.7,"NaN",26,25,0,0,0,"NaN",0,0,0,0,0,0.1,-0.1,"0.00",0,-0.1,"0.00",0,0,0,"NaN",0,0.15,-0.15,"0.00",0,0.15,-0.15,"0.00",0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,18,"Olivier Deman","https://fbref.com/en/players/13210854/Olivier-Deman"
"111","Demirovic","VfB Stuttgart","Sturm",4.8,"BIH","FW","26",1998,20,20,14,4,0,1853,54,20.6,"3.56",64,53,15,12.4,2.6,"1.21",2,0,2,3,0,1.9,-0.9,"0.53",16,1.7,"1.12",0.73,0.6,0.13,"1.22",0.05,0.09,-0.04,"0.56",0.78,0.7,0.0800000000000001,"1.11",0,2,0,0,3,108,-6,45,0,6,0,0,0,9,0,162,"Ermedin Demirović","https://fbref.com/en/players/ed79b7d3/Ermedin-Demirovic"
"112","Diehl","VfB Stuttgart","Sturm",1.6,"GER","FW,DF","19",2004,0,0,6,2,3,98,16,1.2,"4.25",19,18,1,1,0,"1.00",0,0,0,0,0,0.1,-0.1,"0.00",1,-0.1,"0.91",0.87,0.84,0.03,"1.04",0,0.1,-0.1,"0.00",0.87,0.94,-0.07,"0.93",0,0,0,0,0,12,-6,3,0,0,0,0,0,0,0,9,"Justin Diehl","https://fbref.com/en/players/d82a310a/Justin-Diehl"
"113","Dier","Bayern München","Abwehr",3.2,"ENG","DF","30",1994,16,16,5,0,13,1459,69,16.3,"3.03",99,32,2,1.1,0.9,"1.82",0,0,0,1,0,0.1,0.9,"10.00",3,1.8,"2.50",0.12,0.07,0.05,"1.71",0.06,0.01,0.05,"6.00",0.18,0.08,0.1,"2.25",0,1,0,0,0,74,30,10,0,2,0,0,0,0,0,116,"Eric Dier","https://fbref.com/en/players/ac861941/Eric-Dier"
"114","Dina Ebimbe","Eintracht Frankfurt","Mittelfeld",2,"FRA","MF,FW","23",2000,3,3,4,1,2,291,42,3.3,"3.88",24,15,0,0.9,-0.9,"0.00",0,0,0,1,0,0.9,0.1,"1.11",1,-0.8,"0.56",0,0.26,-0.26,"0.00",0.31,0.29,0.02,"1.07",0.31,0.56,-0.25,"0.55",0,0,0,0,0,20,-6,0,0,2,0,0,0,0,0,16,"Junior Dina Ebimbe","https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe"
"115","Dinkci","SC Freiburg","Sturm",3.2,"GER","MF,FW","22",2001,13,13,10,5,2,1198,52,13.3,"4.00",33,35,0,1.1,-1.1,"0.00",0,0,0,4,0,2.2,0.8,"1.36",3,-0.3,"0.91",0,0.09,-0.09,"0.00",0.23,0.16,0.07,"1.44",0.23,0.25,-0.02,"0.92",0,1,0,0,0,72,-36,0,0,8,0,0,0,0,0,44,"Eren Dinkçi","https://fbref.com/en/players/4ccd8957/Eren-Dinkci"
"116","Diogo Leite","1. FC Union Berlin","Abwehr",1.7,"POR","DF","25",1999,29,28,1,1,0,2547,85,28.3,"3.57",31,42,1,1.4,-0.4,"0.71",0,0,0,2,0,1,1,"2.00",3,0.6,"1.25",0.04,0.05,-0.01,"0.80",0.07,0.04,0.03,"1.75",0.11,0.08,0.03,"1.38",1,3,0,0,0,118,-8,5,0,4,0,0,0,0,0,119,"Diogo Leite","https://fbref.com/en/players/c4987edc/Diogo-Leite"
"117","Djuric","TSG Hoffenheim",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",1,3,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"118","Doan","SC Freiburg","Mittelfeld",4,"JPN","FW,MF","26",1998,33,33,1,1,0,2874,85,31.8,"3.06",49,53,10,6.6,3.4,"1.52",0,0,0,8,0,3.7,3.3,"1.89",17,6.7,"1.65",0.31,0.21,0.1,"1.48",0.22,0.12,0.1,"1.83",0.53,0.32,0.21,"1.66",0,2,0,0,2,134,60,40,0,16,0,0,0,6,0,256,"Ritsu Doan","https://fbref.com/en/players/d01bbb6f/Ritsu-Doan"
